,,0x3e1c,0x300b,0x1805,0x1004,0xc02,0x99c,0x802,0x6dd,0x601,0x556,0x4ce,0x45e,0x401,0x3b2,0x36e,0x333,0x300,0x2d3,0x2ab,0x287,0x267,0x249,0x22f,0x216,0x200,0x1eb,0x1d9,0x1c7,0x1b7,0x1a8,0x199,0x18c,0x180,0x174,0x169,0x15f,0x155,0x14c,0x143,0x13b,0x133,0x12b,0x124,0x11e,0x117,0x111,0x10b,0x105,0x100,0xfb,0xf5,0xf1,0xec,0xe8,0xe3,0xdf,0xdb,0xd7,0xd4,0xd0,0xcc,0xc9
b 5 90,No.2 spread,49731.72725538608,47393.42546508661,40879.66856088775,31601.232797123772,21661.46089310421,13697.63323423038,10280.062866023682,10223.387972067218,9763.106340089505,7875.646220968263,5771.256963842404,5518.363105727273,6621.11337823821,7049.282773888731,6182.073780687704,4584.3525898783155,3793.774372476838,4567.01005843129,5357.268675740463,5187.143375841182,4110.49169748781,2997.688949140439,3125.055619069094,3930.7008617668293,4194.152937811956,3624.4520957208115,2671.1255132294177,2450.8418584464225,3171.8935346115636,3707.4633921804507,3536.0814889933404,2794.0185082275875,2202.5266116153844,2505.6928895055944,3071.501106813262,3155.825586403945,2647.95550949672,1990.3091324191582,2031.8721582133635,2625.0562896606048,2942.4960574154084,2691.604345429116,2078.9345111575826,1793.937187262452,2218.926061598875,2660.4883046789564,2635.66669065038,2158.8313395235277,1703.438662699161,1896.0588378737264,2380.824045200963,2544.8764719931805,2241.5694745522565,1754.2400920316982,1709.4175325342774,2144.6737051644745,2437.600559988055,2296.5752237393954,1853.477694669768,1639.1534940897945,1977.635237310994,2355.492454407186
b 5 95,No.2 spread,51666.74456147927,49260.32274983112,42557.34320185458,33011.38312757312,22788.087249293618,14580.987184762696,10948.608241902566,10743.421133392367,10223.809363416349,8315.883127893516,6229.973674603064,5971.845095141842,7037.373868730644,7440.0779461229395,6544.812978012821,4919.5917878314,4085.524695942074,4798.2252586742625,5561.103155002658,5369.848783131639,4272.838976212714,3168.3913376924706,3326.1851968249844,4154.030009473154,4430.697827231284,3864.6842617481097,2917.3956318246755,2680.129906721331,3365.684106792718,3886.634550879904,3701.1532338422785,2939.703509009892,2330.0401021808293,2622.2746708698437,3194.3906635194394,3286.5628043352917,2782.0145665959353,2130.0248496241925,2165.6718335498927,2750.2858380697744,3065.179938983527,2807.810475137646,2187.1408939288676,1897.279082382894,2320.454006229152,2767.7930547428878,2746.2256158216974,2268.917303829321,1813.5944050606545,1998.5188139736924,2479.928520600221,2643.3665421701426,2336.9620691015352,1849.4385359855264,1806.4043218735778,2242.889474931363,2538.671392923139,2397.0377653824785,1952.748139551014,1738.6847270991918,2074.6303405111967,2453.7024802203823
b 5 100,No.2 spread,53633.19842148405,51159.63919349231,44269.05610231643,34452.83652291893,23926.162912000258,15412.298000486877,11461.66309503159,11047.058061024429,10451.971782718227,8535.05186792268,6527.216530938489,6386.120030452203,7490.743198730299,7887.500913531114,6966.421615682284,5316.971750514418,4440.889569875611,5075.97889151652,5789.8028378612225,5563.185890177706,4446.408759547413,3375.450581873268,3586.507164484103,4430.357094299263,4700.5765414054185,4110.716387514442,3132.7122386927626,2853.373816694757,3507.2910140887834,4017.598350037111,3824.2962683176906,3069.7121341419593,2509.903661977533,2845.306717316265,3425.551110215502,3507.921677637418,2985.5227432958413,2323.568227636683,2347.909621424155,2923.7661503040104,3235.8138902099204,2973.1667607207514,2356.1430386203315,2082.7652942908862,2506.0502390737024,2949.05796858869,2917.406617439737,2427.579932445812,1970.101577314999,2155.460097081582,2640.6839542973726,2807.3112587437686,2500.5270291357815,2019.035599107779,1980.1115090403455,2412.0583977508204,2705.4189993166506,2558.3776985381724,2110.940565924143,1899.988246067622,2235.80492197294,2617.932472638531
b 6 5,No.2 spread,22768.479211313937,21474.700435164963,17856.09476250075,12640.567777669354,6865.352235745197,1885.2362906035808,2915.897359729983,4931.727695798213,5145.674957460665,3864.698295904346,1848.4991298325442,1263.0865423660277,2663.227813439687,3346.9755218211976,3012.3609508085,1865.2086310200655,340.6533068622144,1068.185287454533,1949.9538211495797,2102.4408072036517,1563.5845123619008,580.1910530925134,494.5231721632993,1293.987495932175,1585.8553135913223,1309.4438104531073,590.7937183679861,310.7401377903517,1092.6418167055936,1508.0901793852724,1440.8412829340534,936.3815561702171,206.77514934570758,618.7119350561213,1138.089357145336,1265.3258391670345,975.5468418490345,382.59910076746786,309.7447087103645,866.760477393656,1114.5681401672055,983.1279007349717,530.5998631610842,126.03004885777716,674.3421356585629,1014.5610196361323,1017.995210781194,691.8928298671666,164.03218891861124,437.138308273202,851.659834422276,978.8843505118053,782.6839513564332,340.4192361499319,233.72928509247768,680.9210763383513,899.8525470617503,813.4493890755459,459.8803632603211,135.32394189139765,556.8717178880768,841.7801132158864
b 6 10,No.2 spread,24267.979822254532,22887.32152679839,19028.766333233772,13479.877185307509,7380.514079984462,2405.072282562325,3433.378677510211,5430.170574163348,5594.2162354152815,4208.436535536062,2152.5709249574115,1700.7868976786945,3057.2927611785694,3716.7887958645697,3300.541085798747,2024.8183868971864,427.5916710996534,1243.5648426813332,2189.1778185341755,2348.690545901947,1759.6407170581808,706.3346961194404,556.3407235524361,1401.45204825348,1721.2435272505627,1427.9034257488831,659.1791849348147,344.25138502136076,1175.94289733302,1625.1860138885302,1555.982282567745,1020.5886873601235,297.54350945448857,704.3429894415932,1247.5206495185412,1377.3718528167155,1060.4567171347687,427.96915882700284,370.03243828496863,958.1118648737329,1224.0823827469096,1082.4043371297455,601.482146783463,212.7962748900385,746.751530387447,1109.2869258492804,1112.6047312581463,763.7432442504629,230.51880077859948,495.2122607703132,933.010209561525,1068.6451499651885,858.0774171039664,394.953248928271,297.32484815538197,756.3598808465849,989.7058340220743,897.1551113064535,524.5257005147553,219.2519754439371,625.6125102674267,927.3877058547268
b 6 15,No.2 spread,26440.475752664664,24920.75855608264,20681.15784404806,14615.223567446863,8057.9228932204505,3282.653719857105,4538.003184172682,6470.625201090804,6505.847432033426,4937.031324396756,2889.7357214544127,2652.5074273483597,3928.822148341681,4513.52937748791,3938.794960415889,2460.9180870493074,950.6785105524916,1702.18506599769,2695.4363984828246,2850.4957436415543,2175.5515877187263,1044.369118808212,810.9746633295604,1648.3734302736532,1996.984936807971,1668.3979941116584,828.6878542621962,492.21611038013833,1356.0741311998481,1855.8904862823042,1780.8722995612945,1197.1723277887147,505.33974608259825,900.7680911064886,1472.8352728029035,1603.649022454697,1243.0854608077116,578.8918416509081,555.8244235692956,1161.5392062871988,1450.3660189505647,1288.7596357128,768.5220438513447,415.44720557239384,916.458746833175,1309.491471118041,1311.105865943294,927.2155924907563,404.35136018004215,639.2816043050734,1103.6707280915703,1252.27915064176,1019.9127296681265,537.5938001384053,454.8347518256417,916.7958344628615,1171.1193497783722,1068.9430276163027,671.9420236339729,394.51087586241533,776.6423722036969,1101.7572664167399
b 6 20,No.2 spread,26540.89142058756,25078.44040410823,20991.758716412347,15119.668167079897,8694.762884156728,3535.1113426644233,3756.9619208511754,5686.6497754203965,5911.30380636451,4545.083334029645,2455.7832894111903,1755.9133582015093,3013.217244722182,3672.974062986404,3247.8561166366385,1944.6761551809748,310.96314353985247,1349.8799949379643,2294.8696060555126,2421.704962169539,1784.080306093936,723.883256825386,762.0316165756592,1597.1382120056735,1902.350601133472,1569.7650914832761,756.8008392961605,420.32417171855275,1256.9310939849765,1727.2628885978972,1654.1614067718135,1094.286863624113,363.34390890237324,756.4632287341686,1314.9091818108413,1445.4039147120711,1110.2523732283876,463.07607630772674,449.3211077812813,1046.9666873168858,1320.104152234886,1167.5551363507861,667.0951420650409,288.289420082702,805.4833944753791,1180.402474874496,1182.0057840473685,817.0526386299863,284.22257805066187,545.7602396740411,996.0940644126528,1135.2763190021437,913.5667935948759,441.25606107514295,364.00955304220395,826.1041855507369,1066.9865778664591,968.296453988748,582.9103754228196,291.01454156650834,686.3662066855796,998.9447986359844
b 6 25,No.2 spread,28342.2711443145,26788.128523584706,22449.57301860251,16233.760393716137,9495.742032407516,4314.111856835964,4471.5787359375045,6303.580252337238,6454.013840402127,4980.339283332017,2860.0816348848352,2278.35366366943,3500.4734912093213,4133.497271878444,3632.485251115711,2219.9043057686417,664.6652378766921,1559.7432667075068,2552.1367136394188,2694.9551379596633,2024.26123188937,921.092694917732,842.2225055208631,1686.5976899068698,2011.5986781469196,1664.7403454426083,823.9864836883904,541.9111985770246,1394.7191194327913,1888.680307227767,1809.6542079339524,1223.1954439932947,517.3088125236116,879.3369528569896,1448.4885621036335,1580.6364160266432,1222.7656267692341,557.6965346989872,543.3041017538036,1154.2545560933927,1444.3418995469276,1285.611893359659,768.0752125920951,400.7883943668148,893.5712256919522,1283.3421183209355,1284.2912174712042,901.4376896699259,376.4131162581804,628.4131743961308,1093.2866502993631,1239.4609970921883,1006.3379995902451,525.7254678133764,453.9566904409878,916.8858487804412,1168.9757369563272,1065.4744856334446,668.2320705870933,390.5610662738597,772.9495537694586,1097.3220599930335
b 6 30,No.2 spread,29878.46237334958,28253.327036617324,23719.587527318054,17236.76372151846,10251.552808314733,4990.712701987787,4998.833381474399,6748.838418731056,6855.277292991894,5321.89566287748,3199.302296903188,2676.5478169075786,3861.908378578401,4465.337532177743,3906.441537181171,2423.142060295473,917.5298165925122,1752.8770130608202,2757.1847705609207,2895.8351662460177,2191.5233830680627,1066.7339959997794,973.2262146341662,1815.0518060776053,2147.3306234118,1784.360088846288,926.2313632860256,656.758992169427,1504.2824193812885,2013.9347779513316,1929.7790799714678,1322.4917699857833,625.7442185549817,979.3500626566362,1558.4770855965191,1692.604582793279,1319.9314988749086,651.2908230926729,639.0617966475761,1249.6769633912174,1547.9755325356061,1381.6616209970111,850.1037826400487,492.107540690913,973.8215072489387,1374.185246067401,1374.3036105027568,978.9079265357127,462.6762074485443,704.9030990664467,1177.2557279912899,1327.6840635538167,1085.8723383973718,601.0245375349542,534.3836625508445,996.6992893661245,1256.4427116163263,1149.202965733661,744.2616219245158,476.3348220359597,849.855730858508,1182.152928694742
b 6 35,No.2 spread,31551.21105930043,29853.743848361497,25121.502320995787,18368.792157471602,11138.335231197638,5789.311073632848,5612.331061947904,7253.0817125190415,7309.020226939792,5715.96632691284,3579.2864370571906,3069.2862262763174,4215.098301179884,4796.08829028936,4191.874716428776,2653.572835150888,1171.8477594749756,1925.1998092532697,2925.9781167783403,3053.007330609677,2312.7494574908037,1169.6368325534545,1116.2829745660588,1972.5694875679224,2312.062383944841,1934.3250226554935,1071.1924611013826,815.7673781134799,1638.0450791308242,2156.864065989229,2065.2392098282503,1435.6193118210676,736.7646077702603,1075.3609320240084,1664.7316659141854,1802.6975514515887,1418.4784229987333,749.7249917415622,740.7731042277267,1349.3831391128585,1654.008634040881,1480.0066852791322,936.3958404261078,588.7528093893411,1061.849717353796,1471.232072911567,1470.3683870839325,1064.1277999952883,557.3676416528334,789.8828373203197,1266.8486168178085,1420.4773552109734,1170.267589934422,681.9103027076694,619.2463523721416,1081.0768967621905,1348.1049252538842,1237.8608156796795,826.8301068957394,566.2534948366082,931.070198837094,1269.8542228734836
b 6 40,No.2 spread,33442.15011445462,31657.44770715173,26686.935612405192,19614.567430129326,12106.044499539654,6697.289201914195,6434.778785957445,7971.706313844018,7954.302256805675,6281.8082085534015,4140.3736448335085,3658.6012746156216,4749.23718660675,5286.750493743636,4613.062148497486,3002.2533574735253,1553.8553980475338,2222.630272259225,3212.87499153571,3327.020638680992,2544.8175785357766,1373.143826523287,1288.3753997712956,2137.5345181637613,2482.9474994769907,2087.5540166658334,1214.8031280943467,992.691841835462,1813.229581614393,2344.7678988595535,2243.986908876155,1593.1544873082369,916.5765610206421,1247.1641862157187,1839.4918973397735,1975.7551615962761,1572.689118949763,899.5196326154331,883.8973086688788,1488.082084499907,1801.3298200968025,1619.4898428467825,1063.608085783991,724.6431994540029,1183.4239000093958,1601.641458238136,1599.0965688803433,1180.0043776974612,683.0298215070122,907.6211820038719,1390.1747645688615,1547.873589687763,1288.2826491432636,797.8812480370199,739.4890165415153,1198.8902072750086,1473.581293771488,1359.4188415587946,942.0869745270777,691.2450238816971,1047.6586345340604,1393.736453566118
b 6 45,No.2 spread,33852.98631836862,32090.88151337109,27177.590359569465,20163.327225243986,12635.371702901099,6872.809550360355,5915.283797856203,7291.257378714085,7327.04438825009,5728.593947842308,3555.3129232948545,3012.47359988711,4174.245242646805,4755.29873995241,4132.023868367253,2581.4234092019506,1238.7175048980482,2140.40113139169,3136.134201378532,3231.9993633199956,2458.0315453006624,1351.3386550526811,1367.824270554409,2200.9014947218716,2529.018549789034,2126.805794136731,1228.8854049987356,870.2015999362769,1654.1903238043012,2180.2673571985956,2086.594159341104,1448.7591557897188,787.0532846193489,1182.5838912733584,1783.8058961183103,1918.8273354295914,1521.0650031423143,850.9752101791594,831.6230128526895,1429.7301652269807,1735.3207262826793,1553.5280691807852,1000.391835418063,661.5838689499424,1131.5545227012567,1545.5477936001319,1541.4171112830352,1126.0339638773514,630.9244705545391,869.4626637197792,1351.2744580912115,1506.9904388514512,1250.4375382443473,760.066778047418,693.3392970088418,1149.2292088912463,1419.8680658112332,1306.649594024192,890.569130168112,634.7761155084477,996.1320432655388,1340.1394664067896
b 6 50,No.2 spread,37153.50261979811,35197.756791116924,29759.237466618433,22053.200425466854,13960.30301129469,8262.124470515328,7756.2859938418605,9126.615899362754,8990.206202809662,7230.436557550339,5242.870913979173,5037.285967563657,6107.818955768639,6519.2993084759755,5649.958753915366,3872.466115499063,2502.26022837819,3094.466884499816,4046.1775454500607,4115.3850525693215,3252.314439437104,2086.6695347984446,1972.9205498902181,2740.7768407295903,3065.4183942111035,2610.6968446534074,1662.3013029401334,1319.7044777422084,2088.7471856965844,2652.2893521487986,2548.46255605568,1869.2176906337902,1231.8740366323884,1584.3394867929335,2190.28401210655,2318.8263943644997,1880.7773906125803,1224.8119000340096,1260.2263050104825,1866.9300636258126,2186.0798109415095,1979.6895220645692,1405.9667233604293,1103.919830279865,1539.9780905994382,1965.075481982821,1950.8778710051981,1502.0968106238918,1017.5250561413799,1219.9528601052282,1707.156724382304,1871.6351351718781,1594.5660206512673,1102.859939902351,1047.6861728538981,1497.690941945553,1784.5796208112401,1662.1372397860102,1233.6843324678039,997.1324404459405,1339.7156775720507,1698.5598386042839
b 6 55,No.2 spread,37517.812384262324,35593.30179671898,30234.41351204164,22612.895953618012,14517.058919455854,8483.247997113136,7338.846385374329,8532.352283810455,8453.176919095577,6757.08963996511,4664.502073933495,4255.966303998913,5308.5594486364635,5781.634385967238,5007.520547139194,3301.3956331985282,1917.6932108765718,2638.820824031771,3641.0128661706444,3737.563784379204,2920.9083122911716,1810.4707255466826,1787.6490028664164,2583.269090694006,2901.9669913782045,2455.3792301600047,1520.9802401012407,1192.0363054331813,1971.164863833352,2524.43733754011,2423.06905637698,1756.369148729447,1116.9623452128553,1473.920592049424,2077.6625224909567,2210.406155689904,1784.8132629506633,1116.9699411473107,1113.4878382436766,1709.5326811535695,2025.7757137324834,1827.7870260506472,1255.1033461590268,930.5030203181018,1376.3368554375922,1802.716313844384,1795.262237226051,1359.7073177324867,878.3304841192297,1098.8722095761516,1587.0070897783148,1748.9190573884298,1477.4079478473798,985.2739134362713,926.7554362375467,1378.5218969870502,1660.7205506503703,1540.773785446072,1115.257160446417,873.4843365209529,1221.6731764100255,1576.7255649914948
b 6 60,No.2 spread,39485.51331009089,37487.949601467306,31928.93171862972,24035.966011556542,15687.09785807951,9498.414247869849,8145.165921311926,9172.320230014704,9012.18354508257,7249.974046155597,5119.356302469474,4668.3743766950965,5677.137398402442,6127.404537410732,5318.908518672386,3585.233998580305,2235.2173339613237,2916.9709370791475,3905.4190668525184,3990.458537625527,3146.1260482340795,2006.8761951385166,1932.5199705728755,2706.9022163890363,3022.173415328191,2560.8717953629634,1617.1009876163062,1316.0487174679943,2108.258959078154,2672.83874305865,2569.20848331387,1899.1572330783513,1291.031223801392,1649.398052486268,2251.1382563763445,2380.2006323512655,1940.586457472089,1260.9086756336803,1228.8609436594218,1812.6854375126193,2132.8584409527366,1931.0689023097048,1352.7790270363625,1034.0543583150504,1477.471881384145,1910.1440965515199,1902.844587807221,1461.7110174839445,985.4965799432233,1199.4406461389237,1688.2347868465558,1851.7572832049411,1574.7328448408562,1081.6931061278444,1025.0425422748017,1475.7441303578844,1762.2628444144682,1640.4098178654424,1212.539092540191,975.7762238993482,1320.029660444784,1678.581700713167
b 6 65,No.2 spread,40581.85288358955,38563.84578538121,32945.63137340191,24959.32932292991,16478.616003723237,10048.933771991122,8292.896061874559,9129.77346828726,8942.618445810223,7175.6451324079335,4994.322211226316,4468.296133157475,5470.915260773558,5936.73522912007,5147.079320956756,3436.2622498012,2151.1574150303686,2921.911945052668,3923.076508775555,4002.59745834245,3157.189946727307,2041.4560726413238,2002.8667813109373,2777.153058350899,3086.4945128665236,2619.578196055038,1673.2842598292445,1354.3445933536905,2126.0991711104825,2687.029344307494,2581.9062685369577,1907.080109222089,1285.1458563271299,1634.3085567983005,2236.824417134269,2366.9682162407184,1927.4636980352432,1248.7227717362516,1226.3476133017914,1816.5325466974057,2138.100221367895,1936.600462550688,1361.0146459887967,1050.3389567147767,1494.880617457726,1926.2030926306004,1917.0380731434598,1473.6615918056905,995.0680208406583,1205.6905881249913,1693.8876305012657,1857.3480278669515,1579.7865329628278,1086.7759283293194,1031.6678253210082,1483.402862385188,1770.5084370775492,1648.4901606199328,1220.1371973760304,982.8610286748637,1326.3361061465373,1685.0382315508994
b 6 70,No.2 spread,41741.99278412685,39696.05676763586,33998.23305165276,25890.48562133053,17248.67741021679,10560.639981831033,8401.388724248076,9025.269088905765,8783.25488026248,6993.270133497124,4791.460930096833,4307.836932799784,5373.7357786109305,5859.595951691148,5075.965342105572,3401.7610624834124,2274.739391362379,3131.49910036203,4114.331912194921,4159.206345069269,3279.8963343831106,2148.8819623126765,2097.682773230587,2856.236504789477,3152.7392969184793,2671.714700804495,1729.7590365672993,1454.7861699637272,2234.965039631228,2793.5716182715146,2678.717697496213,1992.0606825013926,1363.195798245047,1693.8194159900545,2287.827586885172,2410.3319991022695,1960.923922647662,1285.0306769511453,1287.42871922053,1887.764420810571,2210.7338377284086,2004.4893038127807,1427.495881455409,1125.1017136349235,1564.336928144549,1992.55833868914,1977.9496893705955,1528.5332209920682,1056.0520055183945,1271.589296235725,1761.4732793787666,1924.5610382763323,1642.6468728506538,1148.7036950667489,1093.391617018459,1542.6556240359303,1830.7746619535212,1706.9231786412872,1277.3595650546436,1044.1054773226883,1386.7500341120744,1747.5062473386467
b 6 75,No.2 spread,43667.12475305159,41544.25781198632,35634.99966576071,27236.110120007004,18304.11459132763,11397.903573010957,9038.052681797482,9498.853749369391,9153.36794709968,7288.544556523051,5106.067452553912,4736.282845941273,5830.421031783577,6284.546267872579,5442.556347157581,3758.530636375306,2768.823012826393,3645.618114048042,4603.897071102175,4606.761437605366,3676.8156563375373,2539.589752657056,2479.4431748494544,3209.371367867864,3489.1183765915107,2979.067030859432,2021.8825050548128,1736.2955466787316,2489.2880790090167,3054.7005801766372,2935.4511012431913,2232.1163358797808,1590.1306338173772,1882.2631495620221,2469.2225515268715,2589.9269856588967,2127.592961198984,1448.478041311613,1452.1068282879617,2056.223106804487,2388.8546314122796,2180.3304804617087,1599.8284323479238,1299.6354757082938,1724.4779159448271,2154.066817237326,2136.5385054826506,1678.3786001159258,1210.0254122500792,1420.3967213070896,1913.1115298973423,2079.6113745507137,1792.2206385999289,1297.847162115839,1241.7703176201412,1687.0792683116629,1979.4419845502398,1853.053830194961,1420.267587615148,1190.6045329138628,1528.2956340275175,1892.9743472891305
b 6 80,No.2 spread,45343.24929377516,43163.54183322411,37096.945945889245,28477.765075080963,19317.3783021512,12214.57897196426,9642.374132375235,9951.358279983317,9542.106525919718,7641.051522157955,5447.069225269028,5052.329004078689,6113.037568374031,6551.601074484604,5691.261885954462,3996.5678719685366,3007.9722990143787,3852.2189927839268,4802.62298760138,4799.043792060621,3853.7806666774413,2701.0433781923593,2614.549855673681,3330.7870741253837,3608.821493695556,3092.016213133177,2127.949287215353,1833.6632441126312,2578.1410481069743,3146.530151733099,3025.526364428172,2317.4847423017186,1681.5018075198648,1975.918984256322,2564.709318021194,2684.5487600824367,2216.6427398870132,1539.1017749206078,1544.488442375719,2147.3841473140587,2482.0164552223196,2270.7883382425616,1687.941949612528,1389.1868634426628,1808.3987481644388,2238.4374186498617,2219.229158028926,1756.6204936476852,1288.8292250536285,1495.2997156352246,1988.4991253353403,2156.168609510928,1865.9847817372936,1371.3264510198903,1315.8909067624131,1760.4121714337427,2054.975900506511,1927.5643031637292,1493.7850180938124,1266.6740578583604,1602.7573730613453,1969.2689432485915
b 6 85,No.2 spread,47044.68876747889,44805.902142779894,38575.154466757056,29721.883088111455,20299.635013712785,12913.099175509145,10000.499569629656,10078.817381490535,9560.604128566103,7601.682783485132,5444.053258939194,5215.239318440482,6367.421540893693,6807.814528645842,5921.8039881720415,4247.623224991147,3366.1326278795577,4208.519401202698,5096.187290754952,5012.792549530437,3997.3946222374093,2857.329787703237,2876.517937755725,3637.0936732221016,3907.8205053103156,3370.6929691019277,2439.0065329894733,2219.4075733725754,2942.746560845228,3474.8463265277765,3305.644593659167,2554.486593033108,1921.9479712149994,2227.762122446502,2818.5718571100974,2928.602953578337,2444.9879422912036,1785.262999017416,1814.612739351331,2409.5316550507046,2733.416824081186,2500.817233078218,1904.8973947598374,1618.4521321910395,2037.6046447054475,2469.275497366954,2443.1729458565173,1971.6236356766894,1517.1493407165576,1722.9646701895647,2212.6218435259148,2376.2539098720567,2074.459185259804,1578.8059764964037,1527.5007544955288,1969.8710875644765,2267.9816005787247,2136.5788696538107,1699.1919307161581,1475.0469500552185,1804.231370998164,2173.522032908216
b 6 90,No.2 spread,48763.52930111128,46464.92977668382,40068.1027641788,30979.440803926183,21302.250733227436,13671.23956997713,10501.284264663529,10401.682123201994,9803.788733146748,7809.409272642735,5682.500682792624,5522.6532282248945,6691.319927493537,7118.1046524917565,6205.76149591074,4527.65436948039,3673.6979721503467,4493.658608926125,5352.037250554318,5233.8719145841815,4184.996013245779,3046.1635697029074,3086.4149641818767,3848.255741303775,4107.816563325889,3552.450863535802,2624.7332377965536,2433.7993549698454,3160.36107441323,3687.5729395607746,3504.2533657022113,2744.899785329107,2134.6909519135834,2447.724108022833,3032.6646116381703,3131.241656426119,2630.7160486327443,1965.0058549682124,1987.271745051224,2575.111396564573,2896.975204231691,2656.5785597731397,2057.2172842067866,1779.5365984328334,2198.418663654916,2631.061651090846,2600.9724984117456,2123.8207270124753,1675.4545545447947,1880.5191081504627,2369.276415280592,2531.637386859227,2223.481460815266,1726.6126325284124,1675.2758680739787,2115.1032208464403,2415.1186936423123,2281.5593110910477,1843.0535418329246,1623.0738942768069,1950.5396519446779,2322.223887077542
b 6 95,No.2 spread,50574.25723604107,48219.45193989514,41666.626490672264,32358.51962536086,22452.922837759168,14630.377566230602,11273.62320746055,11031.69363730286,10379.374620540731,8360.841073110658,6193.503467858403,5900.076199236413,6965.768956690658,7357.0628181686925,6417.240205305758,4690.883881346025,3762.7980356807097,4557.073104624803,5444.238296843009,5361.205067822605,4339.420427664101,3213.1270094224387,3221.452542339244,3955.337914680923,4206.57788960566,3638.7523358044855,2675.725022116539,2430.9350655863386,3148.9245046607425,3694.521244762345,3530.886371858868,2785.7224477194054,2179.534410384135,2482.6755791513783,3062.9338290917117,3160.180271856297,2655.500528374643,1982.625374626028,2004.0814237474012,2602.10766318474,2936.0061595141296,2704.8962375475444,2110.7734302065796,1826.6733050115104,2231.1754759574396,2658.021172611786,2625.032016005702,2143.1086376570256,1688.2404097330734,1892.0170265584925,2385.9991492196696,2553.7434319062536,2248.7638272483787,1753.156961335399,1699.5148221584793,2136.8898164542343,2436.728136601709,2302.6269421421575,1863.0266684676576,1642.4956048552472,1970.1201879899102,2342.800953033647
b 6 100,No.2 spread,52427.33782931126,50011.56399907069,43289.11141606414,33739.27289102448,23568.025456003736,15482.529557096077,11844.517395117318,11397.084989951445,10648.368088627829,8587.812756174117,6446.3710106813505,6224.13549677432,7320.792029497203,7712.534382681882,6759.086537845461,5034.943435052667,4116.78623398289,4862.853393579342,5708.023593859858,5586.135106590483,4528.104952876494,3397.8867891175737,3433.622209103198,4188.132816887265,4448.796588208582,3882.190226421162,2930.8947356682643,2684.557136239774,3370.8342574461517,3897.8561710929835,3714.6293500869706,2947.6037881596735,2328.8208305734697,2626.15986406497,3212.1965416019993,3314.223359079047,2808.955690629438,2139.394963934545,2153.0872822717524,2739.7853547878094,3068.905404192229,2829.1412397581366,2226.6873105668237,1941.9004217368101,2348.0839381315395,2780.5709635109074,2749.4448060963764,2267.617573317547,1819.4438637957542,2021.5111077963,2512.8295428244433,2678.348230106561,2367.906698780346,1871.402292499199,1820.0871798345768,2258.4527142824986,2561.2622011060325,2426.2496017093886,1985.199537453882,1764.628573220852,2088.1696107313724,2461.5028321499076
b 7 5,No.2 spread,22843.096091599324,21538.859856730098,17891.802389848934,12638.13540981579,6828.968326926574,1876.3902250072078,3033.6945572422815,5035.969493486753,5223.566394975997,3909.7191813101467,1879.7561449898403,1357.8591337969249,2758.7584897536635,3437.103779497022,3083.573996301866,1906.5734907698918,348.5508246214263,1091.2962603519195,1993.2117532103152,2152.8077784259112,1608.651171236301,612.7298570532589,488.5237002147376,1301.1981088433017,1602.5437388175571,1327.945849189905,604.1380472137249,306.60326091831257,1097.9627858625954,1519.6879020333256,1453.6585580183523,945.7565138809917,215.90859141983594,629.8933459360181,1153.4888325751708,1281.569931719551,988.0883995868754,388.66132336691544,316.0564572549238,878.9904103372211,1130.143856162673,997.6792784397248,540.8473276005878,135.26914846269452,682.9678749744022,1027.268288742539,1031.3508940043857,702.3201655178246,172.55037440200678,443.1526732235761,861.6781943666143,990.5583606654696,792.6573542741651,347.2464547755209,241.04654827811413,690.4079052351209,911.4472090207636,824.1305108935911,467.5738344758791,146.49750641739055,566.4330832480114,853.953061217942
b 7 10,No.2 spread,24438.176311773736,23035.779526916373,19118.438136243338,13492.356984624841,7331.2803080119575,2453.039511543471,3684.0524197599343,5651.744407590971,5760.83060543553,4311.602123368993,2243.1777186496765,1898.4210386118793,3259.2534391861227,3902.105925624298,3444.1298805541387,2113.5770461841466,533.2104437796794,1344.2777764013938,2307.1676594786168,2468.210718811461,1859.63725985653,785.1301125132734,597.0685025533536,1448.0985303392708,1780.5690347114755,1484.2961311608167,700.6806403896715,352.31015848122576,1197.1525125288072,1660.5256931300928,1593.5649295175833,1050.1527679615679,328.9302152263117,732.9681160851287,1283.5876293386013,1414.264515332671,1088.7340713107046,447.29006337805106,402.120257563334,996.0562495735624,1266.470231353066,1119.987387299987,629.629673500171,252.70711044364074,780.6775800506384,1150.4406404967876,1153.5925079719655,796.9754638153295,264.316630005282,518.7758924593239,963.7377866955547,1103.0741815029808,888.5984724277336,420.42834341327784,322.64229407035464,783.1366216107745,1021.1645160182252,926.7413908557286,548.6126800879628,251.4410988783661,653.8845504013149,960.992627500126
